x,y,f
0.630236824630906,-0.7157818807037981,0.2127434192719481
-0.28171641360499794,-0.5084887450968716,0.32201771431250303
-0.3340119952178293,-0.6004393095217362,0.21491993374021132
-0.15313317194687498,-0.6239377107501825,0.2519852071464372
0.3632272289313771,0.779313847785946,1.0070743600946428
-0.13359301927355605,0.4579541166355213,0.9029999127760028
0.09343848552021834,0.8086764380769492,0.972789359077229
0.7347027344063712,-0.505210542334668,0.30699540793053304
0.6345923394695281,0.5007454819925844,0.8647453171801696
0.8575914146350208,-0.03643057888015425,0.6759875120622729
0.251286444822579,0.867344428358043,0.9471031178495153
-0.9512196655633686,-0.04451989887048969,0.3905969539755549
-0.34208077508199336,0.6800625146858182,0.8439784246489833
0.4869224755192187,-0.7032419114776624,0.2334710301848522
-0.8420757512812431,-0.10121476303727507,0.4070607442331925
-0.11448348336329575,0.7505860740245185,0.9046455433775058
0.052418883629535916,0.6558632211532165,0.8241383826624987
0.3704047777089235,-0.10245204722648577,0.6342928157182566
-0.1924583186115134,-0.5610807772398373,0.29703638589282244
0.4513456307015437,-0.4891656194845553,0.3303021733367896
-0.5115320792815462,-0.62965854315934,0.18111160826134792
-0.5895074169573709,0.4757096017035888,0.7005878249325401
0.3019502778123142,0.02235834302084225,0.645246728187957
-0.8077091668674643,0.0903425506180277,0.5557066664304194
0.7475536115936128,0.01844197126641409,0.5977471586973746
-0.9890159880091415,0.13256933068387378,0.5621903347237662
0.0905135507058852,0.4855349884834648,0.8300786738071301
-0.12526982543676354,0.19041276465657286,0.676807682554092
-0.24814948884128288,-0.9170341445300295,0.042913140296099966
-0.40565181756292623,-0.032498762002011954,0.5111971786149135
-0.23275686363946244,-0.24700308525567252,0.47589824754164817
-0.14664175242611996,-0.2881576067024363,0.3602454212471365
-0.08471281312082488,0.49920228084897234,0.8690910432161958
0.3948128198966647,-0.5314776445944888,0.3272009959839328
-0.19353214350667616,-0.26624378720830455,0.4232389923133319
0.050432950580511136,-0.29809663671022546,0.4682795274071237
0.24448503250023138,0.5381100856455326,0.8269877023147107
0.7136329955428152,0.2534951602621237,0.711655858849311
0.5953731942412628,0.43375741322466504,0.8773133117602182
0.6371052222371204,-0.7575210440833923,0.18788786178209504
-0.7610696851400474,0.3038241531191001,0.6685187147073475
-0.17853609745224883,-0.9021003289322332,0.0833364784873539
-0.4930169551114719,-0.50235591443598,0.2941569543874264
-0.17165073234320863,0.6020715439733189,0.885373952879136
-0.9176243302723674,0.1519137876575536,0.5640930755962476
-0.2705271644646365,0.41770216745111277,0.814158129308626
-0.7963458876362902,0.1461991074986595,0.5281716996337167
-0.033822805136939464,0.9041293613199911,0.9965680880248626
