x,y,f
0.49049048236722953,-0.8089087910288396,0.09659560900324114
0.13357299082776997,-0.468266054593611,0.365641319879614
-0.37599220398630323,0.02351808094736413,0.8668918800763074
-0.2408000529127994,0.7634676550232294,1.2444991869460689
-0.026875699945705926,-0.28303606023863936,0.6571478570829211
0.43712644591571426,0.2708026541770975,0.7486482183319285
-0.7485408918689009,-0.12993819271914342,0.7862103560405916
-0.39664943154960347,-0.06525643295710887,0.8489486121735844
0.5499359864634643,0.3246575971769164,0.8081613395289844
-0.4556287336468797,0.4902756670966078,1.262695984674496
-0.7815107128658645,0.12880965896186491,0.9350362146355288
-0.7876064714084967,-0.5853895660162494,0.5095185700494202
-0.6101454271210415,-0.3339767094171275,0.7361931292621731
0.7233943293252513,-0.3582119513983757,0.3113661131819347
0.2929383310511157,-0.04338129671377986,0.6071321638964619
-0.24229306091069885,-0.37604067740638325,0.6268397641295214
0.010705965516572193,0.785397665011675,1.2224477995347105
0.6537215753917025,0.44457096135703894,0.7174101298477901
0.12971829716676167,0.5279885529606027,1.0010482513931531
-0.2324011947829085,0.44314060010808437,1.1360097594065879
0.27847638122306667,-0.693456942802858,0.18812514373692701
-0.1633013709228642,-0.7754929142057391,0.2349942956885041
0.9226336520067926,-0.15814428757876758,0.42689589513649384
0.7223867333446029,0.13599236902107115,0.6272056855843212
-0.6098512027210464,0.006690626140545057,0.8551850871066157
0.5896002981861862,-0.36724430580076467,0.3325393955856243
-0.22463307996638407,0.8229529943225264,1.2099034226631085
-0.2226265057986776,-0.9407511404909775,0.1914571906823889
-0.79932269867451,0.153543795046699,0.9921972807949617
0.7886216289796852,-0.15941585409824394,0.4250253718912881
-0.046305507031374066,0.1390871865239469,0.8142459448540968
-0.8507244347705845,-0.20822731432208752,0.8071299154466088
0.47938048860370064,-0.051036135394492116,0.5539974069049922
0.08704570726333523,-0.4193474662890895,0.4597049854773101
0.7237165059998232,-0.6137544932119732,0.1495471889830841
0.48130578549001307,0.8459950697244635,1.0562311570643985
0.62759598071342,-0.3131594976504335,0.2964002103230554
-0.5456008011926222,0.23010392709969923,0.995947047573593
-0.47359535698073585,0.449465045683567,1.0767167900457622
-0.8383349283010973,0.03974165823677888,1.0124361603609913
0.2410186464980383,-0.6653310875166677,0.1650441908198499
-0.4632543633092331,-0.7371103232152452,0.33282673725898015
-0.864687290709044,0.3956274847053351,1.1363171961870344
-0.7172652810656617,0.3602089201355689,1.036099383276991
-0.5188490713645487,0.5352935221933353,1.1597131856580605
-0.17647855217970992,-0.45754094294195996,0.5364368809081184
-0.9896167777418667,0.12916029254650882,1.1445762008467026
-0.7008827389842688,0.4871087058691671,1.147220830870091
